title,singer,album,producer,distributor,year_month,is_popular,external_factors,num_times_top_10,num_times_top_5,num_times_top_1
바라만 보네요,손승연 & 더 원 (The One),바라만 보네요,케이스토리엔터테인먼트,카카오 M,201407,0,0,0,0,0
바라보기,엠씨더맥스 (M.C The Max),미녀의 탄생 OST PART 4,"도너츠컬처,한울별",지니뮤직,201504-201505-201506-201507,0,0,0,0,0
바라보나봐,정동하,보고싶다 OST Part 2,이김프로덕션,카카오 M,201212,0,0,0,0,0
바라본다,윤상현,시크릿 가든 OST Special,어치브그룹디엔,Sony Music,201012-201101,0,0,0,0,0
바람,god,Thanks Edition `바람`,"SidusHQ, god",Stone Music Entertainment,201411,0,0,0,0,0
바람,정승환,달의 연인 - 보보경심 려 OST Part 11,"Stone Music Entertainment, P&B Entertainment",Stone Music Entertainment,201610,0,0,0,0,0
바람기억,나얼,Principle Of My Soul,인넥스트 트렌드,카카오 M,201209-201210-201211,1,0,2,2,0
바람기억,송희진,슈퍼스타K5 TOP10 Part 1,Stone Music Entertainment,Stone Music Entertainment,201310,0,0,0,0,0
바람꽃,이선희,푸른 바다의 전설 OST Part.6,젤리피쉬 엔터테인먼트,카카오 M,201701,0,0,0,0,0
바람났어 (Feat. 박봄),GG,무한도전 서해안 고속도로 가요제,MBC,지니뮤직,201107,1,0,1,1,1
바람사람,볼빨간사춘기,Red Diary Page.2,쇼파르뮤직,카카오 M,201805,0,0,0,0,0
바람아 불어라,백지영,바람아 불어라,뮤직웍스,Stone Music Entertainment,201501,0,0,0,0,0
바람아 불어라,지선,바람 (Wish),울림 엔터테인먼트,카카오 M,201106,0,0,0,0,0
바람의 노래,소향,고백부부 OST Part.2,오우엔터테인먼트,NHN벅스,201711,0,0,0,0,0
바람의 유령,제국의아이들 (ZE:A),illusion,스타제국,지니뮤직,201309,0,0,0,0,0
바람이 되어서라도,환희,로드넘버원OST Part 1,더그루브엔터테인먼트,카카오 M,201007,1,0,0,0,0
바람이 부네요,이소라,슬기로운 의사생활 OST Part 9,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",202006,0,0,0,0,0
바람이 분다,김필(Kim Feel),슈퍼스타K6 TOP11 Part 4,Stone Music Entertainment,Stone Music Entertainment,201411,0,0,0,0,0
바람이 분다,이소라,6집 눈썹달,아인스디지탈,IS MUSIC,201103,1,0,1,0,0
바람이 분다,포맨 (4Men),바람이 분다 (신이보낸사람 OST),㈜태풍코리아,카카오 M,201401,0,0,0,0,0
바람이 불었으면 좋겠어,길구봉구,바람이 불었으면 좋겠어,WS엔터테인먼트,카카오 M,201712-201801-201804-201805,0,0,0,0,0
바람이나 좀 쐐 (Feat. MIWOO),Gary (개리),2002,리쌍컴퍼니,카카오 M,201509-201510-201511,1,0,2,0,0
바람필래,조성모,성모 Meet Brave (EP),에스플러스엔터테인먼트,Stone Music Entertainment,201009,0,0,0,0,0
바래다줄게 (Take You Home),백현 (BAEKHYUN),바래다줄게 (Take You Home),SM Entertainment,지니뮤직,201704,1,0,0,0,0
바램,임영웅,내일은 미스터트롯 예선곡 베스트,"TV CHOSUN, 쇼플레이",카카오 M,202002,0,0,0,0,0
바보 (Feat. Bumkey),에픽하이 (Epik High),Epilogue,울림 엔터테인먼트,Stone Music Entertainment,201003,0,0,0,0,0
바보 (박효신),박정현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래,아이엠비씨,카카오 M,201106,1,0,0,0,0
바보가슴,XIA(준수),천명 OST Part 2,Planet 905,미러볼뮤직,201305,0,0,0,0,0
바보가슴,환희 & 숙희,바보가슴 (Digital Single),넥스타엔터테인먼트,Stone Music Entertainment,201005,0,0,0,0,0
바보랍니다,나윤권,"괜찮아, 아빠딸 OST Part 1",월메이드 스타엠,다이렉트미디어,201012,0,0,0,0,0
바보야,허각,바보야,플레이엠엔터테인먼트,카카오 M,201712,1,0,0,0,0
바보야,허니지,1st Album,"청춘뮤직, Stone Music Entertainment",Stone Music Entertainment,201308,0,0,0,0,0
바보에게 바보가 (Feat. 스컬),하하,무한도전 나름 가수다,아이엠비씨,지니뮤직,201201,1,0,0,0,0
바보처럼,2AM,개인의 취향 OST,이김프로덕션,카카오 M,201004,1,0,0,0,0
바빠 (Bad Boy),씨스타 (Sistar),Give It To Me,스타쉽엔터테인먼트,카카오 M,201306,1,0,1,0,0
바빠서 (Feat. 헤이즈),개코 (GAEKO),바빠서,아메바컬쳐,"지니뮤직, Stone Music Entertainment",202002,0,0,0,0,0
바코드 (Prod. GroovyRoom),"김하온 (HAON), 이병재 (Vinxen)",고등래퍼2 팀대항전 Part 3,Stone Music Entertainment,Stone Music Entertainment,201804-201805,1,0,1,1,0
박수 (Clap),틴 탑 (Teen Top),Come Into The World (EP),T.O.P Media,Stone Music Entertainment,201007-201008,0,0,0,0,0
박수쳐,2NE1 (투애니 원),1집 To Anyone,YG Entertainment,지니뮤직,201009-201010,1,0,1,1,0
반만,진민호,반만,반만 엔터테인먼트,카카오 M,202003-202004-202005-202006,1,0,0,0,0
반짝반짝,걸스데이 (Girl`s Day),Girl`s Day Party #3,드림티 엔터테인먼트,카카오 M,201103-201104,1,0,1,0,0
반창고,"MC 몽, 허각",반창고,드림티 엔터테인먼트,카카오 M,201703,0,0,0,0,0
반창꼬,노을,반창꼬,뮤직앤뉴,카카오 M,201301,1,0,0,0,0
반해,전효성,FANTASIA,TS엔터테인먼트,카카오 M,201506,0,0,0,0,0
발신번호표시제한 (Feat. 란),노블레스 (Noblesse),Last Romance,Chic Entertainment,Sony Music,201006,0,0,0,0,0
밤,버스커 버스커 (Busker Busker),버스커버스커 2집,"청춘뮤직, Stone Music Entertainment",Stone Music Entertainment,201309,1,0,0,0,0
밤 (Time for the moon night),여자친구 (GFRIEND),여자친구 The 6th Mini Album `Time for the ...,쏘스뮤직,카카오 M,201805-201806-201807-201808,1,0,2,1,0
밤 끝없는 밤,악동뮤지션 (AKMU),항해,YG Entertainment,YG PLUS,201911,0,0,0,0,0
밤의 멜로디,브라운 아이드 소울 (Brown Eyed Soul),BROWN EYED SOUL 정규 4집 `SOUL COOKE`,"인넥스트트렌드, 산타뮤직",Stone Music Entertainment,201512,1,0,0,0,0
밤이 되니까,펀치 (Punch),밤이 되니까,냠냠엔터테인먼트,Stone Music Entertainment,201711-201712-201801-201802-201803,1,1,2,0,0
밤이 오는 거리 (Feat. 다이나믹 듀오),노을,밤이 오는 거리,ITM,카카오 M,201311,1,0,0,0,0
밤편지,아이유 (IU),밤편지,"페이브엔터테인먼트,카카오 M",카카오 M,201703-201704-201705-201706-201707-201708-201709-201710-201901-201902,1,0,3,2,0
밤하늘의 별을 2 (Feat. 제이비 & 한지은),양정승 (Kiroy Y),밤하늘의 별을 2,키로이컴퍼니,에이앤지모즈,201010,0,0,0,0,0
"밤하늘의 별을 6 (With 알렉스, 피어)",양정승,밤하늘의 별을 6,키로이컴퍼니,카카오 M,201501,0,0,0,0,0
밤하늘의 별을..,"양정승 (Kiroy Y), KCM & No Noo",Generation,홍양미디어,에이앤지모즈,201003-201004,0,0,0,0,0
밥만 잘 먹더라,"창민 (2AM), 이현 (에이트)",Homme by ′Hitman′ Bang,빅히트 엔터테인먼트,카카오 M,201008-201009,1,0,1,1,1
방구석 날라리,처진 달팽이,방구석 날라리,뮤직팜,카카오 M,201207,1,0,1,0,0
방백 (Aside),샤이니 (SHINee),SHINee The 3rd Album Chapter 1. `Dream...,SM Entertainment,지니뮤직,201303,0,0,0,0,0
방콕시티 (Bangkok City),오렌지 캬라멜 (Orange Caramel),방콕시티 (Digital Single),플레디스,지니뮤직,201104,1,0,1,1,0
배가 불렀지 (Feat. GaeKo Of DYNAMIC DUO),슈프림팀 (Supreme Team),Hommage to Quincy Jones (Digital Singl...,아메바컬쳐,Stone Music Entertainment,201104,1,0,0,0,0
배신자,임영웅,내일은 미스터트롯 결승전 베스트,"TV CHOSUN, 쇼플레이",카카오 M,202003-202004,0,0,0,0,0
배운게 사랑이라,디셈버 (December),Honesty,씨에스해피엔터테인먼트,씨에스해피엔터테인먼트,201003,1,0,1,0,0
백만송이 장미 (우리 동네 음악대장),우리동네 음악대장,복면가왕 60회,MBC,NHN벅스,201605-201606,0,0,0,0,0
백세인생,이애란,백세인생,김종완,오감엔터테인먼트,201601,0,0,0,0,0
백야,넬 (Nell),Holding Onto Gravity,울림 엔터테인먼트,카카오 M,201212,1,0,0,0,0
백야,엠씨더맥스 (M.C The Max),UNVEILING,뮤직앤뉴,카카오 M,201401,1,0,0,0,0
백야 (White Night),NCT 127,NCT #127 Neo Zone - The 2nd Album,SM Entertainment,Dreamus,202003,0,0,0,0,0
뱃노래,악동뮤지션 (AKMU),항해,YG Entertainment,YG PLUS,201911,0,0,0,0,0
뱅 (Bang) !,애프터스쿨 (After School),Bang!,플레디스 & 로엔엔터테인먼트,카카오 M,201003-201004-201005,1,0,2,0,0
뱅뱅뱅 (BANG BANG BANG),빅뱅,A,YG PLUS,지니뮤직,201506-201507-201508-201509,1,0,1,1,1
뱉어 (Spit it out),솔라,SPIT IT OUT,RBW,카카오 M,202005,0,0,0,0,0
벌써 12시,청하,벌써 12시,MNH Entertainment,"지니뮤직, Stone Music Entertainment",201901-201902-201903-201904-201905-201906-201907-201908,1,0,3,2,0
벌써 겨울,"허각, 브로맨스",벌써 겨울,"에이큐브 엔터테인먼트, RBW",카카오 M,201602,0,0,0,0,0
벌써 일년 (Live),"이진아, 정승환",K팝 스타 시즌4 TOP4 Part 2,SBS 콘텐츠허브,카카오 M,201504,0,0,0,0,0
범죄야 범죄 (Crime Scene),다이나믹 듀오 (Dynamic Duo),7집 Lucky Numbers,아메바컬쳐,카카오 M,201307,0,0,0,0,0
벗,닐로 (Nilo),벗,리메즈,Universal Music,201909-201910,1,1,0,0,0
벚꽃 엔딩,버스커 버스커 (Busker Busker),버스커 버스커 1집,Stone Music Entertainment,Stone Music Entertainment,201204-201205-201303-201304-201403-201503-201504-201603,1,0,1,1,1
벚꽃연가,첸 (CHEN),백일의 낭군님 OST Part 3,"Stone Music Entertainment, 팝뮤직",지니뮤직,201811,0,0,0,0,0
벚꽃이 지면,아이오아이 (I.O.I),아이오아이 (I.O.I) 1st Mini Album `Chrysali...,YMC엔터테인먼트,카카오 M,201605,1,0,0,0,0
베베 (BABE),현아 (HyunA),Following,큐브엔터테인먼트,카카오 M,201709,1,0,0,0,0
베스티 (Bestie),박재범,Bestie (Digital Single),SidusHQ,다이렉트미디어,201010,0,0,0,0,0
베짱이 찬가,써니힐 (SunnyHill),The Grasshoppers,카카오 M,카카오 M,201201-201202,1,0,1,0,0
별,양요섭,별,어라운드 어스,카카오 M,201802,0,0,0,0,0
별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,쇼파르뮤직,카카오 M,201904-201905-201906,1,0,1,1,0
별 헤는 밤 (Prod. CODE KUNST),"김민규 (Young Kay), 윤현선 (GIST)",고등래퍼3 팀대항전 Part 1,Stone Music Entertainment,지니뮤직,201904,0,0,0,0,0
별별별 (☆★☆),소녀시대,`Run Devil Run` The 2nd Album Repackag...,SM Entertainment,지니뮤직,201002,1,0,1,1,0
별빛달빛,시크릿 (Secret),별빛달빛,TS엔터테인먼트,카카오 M,201106-201107,1,1,1,1,1
별에서 온 그대,윤하,별에서 온 그대 OST Part 3,SBS 콘텐츠허브,카카오 M,201401,1,0,0,0,0
별을 찾는 아이 (Feat. 김광진),아이유 (IU),Last Fantasy,카카오 M,카카오 M,201112,1,0,0,0,0
별이 빛나는 밤,마마무 (Mamamoo),Yellow Flower,RBW,카카오 M,201803-201804-201805-201806-201807,1,0,3,1,1
별이될께,디셈버 (December),A Story To The Sky,씨에스해피엔터테인먼트,씨에스해피엔터테인먼트,201005-201006,1,0,1,0,0
별일 아니야 (feat. P.O Of 블락비),김경록,별일 아니야,카카오 M,카카오 M,201401,0,0,0,0,0
별처럼,케이윌(K.will),별에서 온 그대 OST Part 2,SBS 콘텐츠허브,카카오 M,201401,1,0,1,0,0
별처럼,"태연, 더 원 (The One)",4th Part 1... 다시 걷는다,찬이뮤직,NHN벅스,201011-201012,1,0,1,1,0
병이에요 (Spotless Mind),정준영,병이에요 (Spotless Mind),Stone Music Entertainment,Stone Music Entertainment,201310,1,0,0,0,0
보고 싶어...운다,린 (LYn),Le Grand Bleu,뮤직앤뉴,카카오 M,201403,1,0,1,0,0
보고싶어,걸스데이 (Girl`s Day),보고싶어,드림티 엔터테인먼트,카카오 M,201410,1,0,0,0,0
보고싶어,나몰라패밀리JW ＆ 디헤븐,보고싶어 (Digital Single),장엔터테인먼트,카카오 M,201108,0,0,0,0,0
보고싶어,효린,함부로 애틋하게 OST Part.5,"삼화네트웍스,iHQ,가지컨텐츠",카카오 M,201607,0,0,0,0,0
보라빛 밤 (pporappippam),선미,보라빛 밤 (pporappippam),메이크어스엔터테인먼트,카카오 M,202007-202008,1,0,1,0,0
보란듯이 (Feat. 정슬기),조PD,보란듯이,브랜뉴스타덤,카카오 M,201004,0,0,0,0,0
보름달 (Feat. Lena),선미,Full Moon,JYP Entertainment,지니뮤직,201402-201403,1,0,2,0,0
보여줄게,에일리 (Ailee),Invitation,YMC엔터테인먼트,카카오 M,201210-201211-201212,1,0,2,1,0
보조개,방탄소년단,LOVE YOURSELF 承 `Her`,빅히트 엔터테인먼트,카카오 M,201710,0,0,0,0,0
보통,백지영,8집 Pitta,WS엔터테인먼트,카카오 M,201105,1,0,1,0,0
보통연애 (Feat. 박보람),박경,보통연애,세븐시즌스,Stone Music Entertainment,201509-201510,1,0,0,0,0
복숭아,아이유 (IU),스무 살의 봄,카카오 M,카카오 M,201205,1,0,1,1,0
본능적으로 (Feat. Swings),강승윤,슈퍼스타K2 Up To 11,Stone Music Entertainment,Stone Music Entertainment,201010-201011,1,0,2,1,0
봄 (Feat. 산다라박),박봄,Spring,디네이션,NHN벅스,201903-201904-201905,1,0,1,0,0
봄 같던 그녀가 춥대 (Feat. 페노메코),"MC몽, 김재환",X by X [ 결핍 ],IWS,카카오 M,202005,0,0,0,0,0
봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",봄 사랑 벚꽃 말고,엔에이피엔터테인먼트,카카오 M,201404-201405-201504,1,0,2,1,0
봄 여름 여름 여름,용감한 녀석들,용감한 녀석들 Summer Single,위닝인사이트 엔터테인먼트,카카오 M,201208,1,0,0,0,0
봄 타나봐 (BOMTANABA),서인국,봄 타나봐 (BOMTANABA),젤리피쉬 엔터테인먼트,Stone Music Entertainment,201405,1,0,0,0,0
봄날,방탄소년단,YOU NEVER WALK ALONE,빅히트 엔터테인먼트,카카오 M,201702-201703-201902-201904-201905-201906-202002,1,0,1,0,0
봄날 (How Great Is Your Love),소녀시대,`The Boys` The 3rd Album,SM Entertainment,SM Entertainment,201110,0,0,0,0,0
봄바람,Wanna One (워너원),1¹¹=1 (POWER OF DESTINY),"SWING Entertainment, Stone Music Entertainment",지니뮤직,201811-201812-201901,1,0,0,0,0
봄바람 (Feat. 나얼),이문세,NEW DIRECTION,케이문에프엔디,카카오 M,201504,1,0,0,0,0
봄봄봄,로이킴,봄봄봄,Stone Music Entertainment,Stone Music Entertainment,201304-201305-201306,1,0,2,1,0
봄비,백지영,구가의 서 OST Part 4,삼화네트웍스,카카오 M,201306,0,0,0,0,0
봄은 온다,김혜리,봄은 온다,예당컴퍼니,카카오 M,201302,0,0,0,0,0
봄을 노래하다,40 (포티),April`s Spring,"YNB Entertainment, 40 Company",카카오 M,201304,0,0,0,0,0
봄이 오는 날에,김민석,봄이 오는 날에,"민트페이퍼, 광합성",카카오 M,201903,0,0,0,0,0
봄이 좋냐??,10cm,3.2,매직스트로베리사운드,포크라노스,201604-201605,1,0,2,1,1
봄인가 봐 (Spring Love),"에릭남, 웬디",봄인가 봐 (Spring Love),SM Entertainment,지니뮤직,201603,1,0,1,0,0
봉숙이,장미여관,산전수전 공중전,록스타뮤직앤라이브,미러볼뮤직,201311,0,0,0,0,0
부담이 돼 (Feat. 휘인 of 마마무),정키 (Jung Key),EMPTY,도우즈 레코즈,카카오 M,201703-201704,1,0,1,1,0
"부르는게 값이야 (Feat. 개코, 던밀스)","넉살 (Nucksal), 조우찬",쇼미더머니 6 Episode 3,Stone Music Entertainment,Stone Music Entertainment,201709,0,0,0,0,0
"부르즈 할리파 (Feat. 얀키, 개코)",에픽하이 (Epik High),신발장,YG Entertainment,지니뮤직,201411,0,0,0,0,0
부메랑 (Boomerang),EXO,The Power Of Music - The 4th Album Rep...,SM Entertainment,지니뮤직,201709,0,0,0,0,0
부산 바캉스,"스컬 (Skull), 하하",Ya Man !!,QUAN Entertainment,지니뮤직,201208,1,0,0,0,0
부산여자,비 (Rain),부산여자 (Digital Single),J.Tune Camp,Stone Music Entertainment,201108,1,0,0,0,0
부치지 못한 편지,DJ DOC,풍류,쇼글로브,Stone Music Entertainment,201008,1,1,1,0,0
부탁해,우은미,Consolation Match,나인틴엔터테인먼트,다날,201009,0,0,0,0,0
북 (Prod.SLO),"배연서 (WEBSTER B), 오담률 (CHIN CHILLA)",고등래퍼2 팀대항전 Part 1,Stone Music Entertainment,Stone Music Entertainment,201804,1,0,0,0,0
북극성 (Polaris),뉴이스트 W,"WHO, YOU",플레디스,Stone Music Entertainment,201807,0,0,0,0,0
북두칠성,로이킴,북두칠성,"MMO엔터테인먼트, Stone Music Entertainment",Stone Music Entertainment,201601-201902,0,0,0,0,0
북향 (Feat. 오혁),다이나믹 듀오 (Dynamic Duo),북향,아메바컬쳐,"지니뮤직, Stone Music Entertainment",201901,0,0,0,0,0
분홍신,아이유 (IU),Modern Times,카카오 M,카카오 M,201310,1,0,1,1,1
불 좀 꺼줄래,"오반 (OVAN), 주식",불 좀 꺼줄래,"로맨틱팩토리, 레시피 뮤직",Warner Music,202008,0,0,0,0,0
불공평해 (Unfair),EXO,"SING FOR YOU - 겨울 스페셜 앨범, 2015",SM Entertainment,지니뮤직,201512,1,0,0,0,0
불꽃,백지영,불꽃,더블유에스엔터테인먼트,카카오 M,201405,1,0,1,0,0
불꽃,초아 (AOA),불꽃,카카오 M,카카오 M,201601,0,0,0,0,0
불꽃놀이 (Flowerbomb),Wanna One (워너원),1¹¹=1 (POWER OF DESTINY),"SWING Entertainment, Stone Music Entertainment",지니뮤직,201812-201901,0,0,0,0,0
불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),6th Mini Album `REMEMBER ME`,WM엔터테인먼트,카카오 M,201810,0,0,0,0,0
불러본다,f(x) (루나 & 크리스탈),신데렐라 언니 OST,에이스토리,포니캐년코리아,201004,0,0,0,0,0
불면 (不眠),"오반, VAN.C",불면 (不眠),로맨틱팩토리,카카오 M,201906,0,0,0,0,0
불장난,BLACKPINK,SQUARE TWO,YG Entertainment,지니뮤직,201611-201612,1,0,1,1,0
불타는 금요일 (Friday Night),다이나믹 듀오 (Dynamic Duo),Dynamic Duo 6th Digilog 1/2,아메바컬쳐,Stone Music Entertainment,201112,1,0,0,0,0
불타오르네 (FIRE),방탄소년단,화양연화 Young Forever,빅히트 엔터테인먼트,카카오 M,201605,1,0,0,0,0
불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,SM Entertainment,Dreamus,201911-201912-202001,1,0,1,0,0
불행 (Feat. 빈첸 (VINXEN)),오반 (OVAN),불행,로맨틱팩토리,카카오 M,201807-201808,0,0,0,0,0
붐바야,BLACKPINK,SQUARE ONE,YG PLUS,지니뮤직,201608-201609,1,0,0,0,0
붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON),고등래퍼2 Final,Stone Music Entertainment,Stone Music Entertainment,201804-201805-201806,1,0,1,0,0
뷰티풀 걸 (Feat. 일렉트로 보이즈),티아라 (T-ara),티아라 용감한형제 Beautiful Girl (Digital Sing...,브레이브 엔터테인먼트,Stone Music Entertainment,201102,1,0,0,0,0
블링블링 (Bling Bling),Dal★Shabet (달샤벳),Bling Bling,해피페이스 엔터테인먼트,카카오 M,201108,1,0,0,0,0
비,폴킴,비,뉴런뮤직,NHN벅스,201901-201902-201903,1,1,0,0,0
비가 내려와,"지아(Zia), 이현",비가 내려와,콜라보따리,카카오 M,201504,0,0,0,0,0
비가 내리는 날에는,윤하,STABLE MINDSET,C9엔터테인먼트,카카오 M,201907-201908,1,0,0,0,0
비가 내린다,닐로 (Nilo),About Me,리메즈,Universal Music,202006,0,0,0,0,0
비가 오는 날엔,비스트 (Beast),비가 오는 날엔,큐브엔터테인먼트,Universal Music,201105-201106,1,0,2,0,0
비가 오잖아,"소유 (SOYOU), 오반",비가 오잖아,"스타쉽엔터테인먼트, 로맨틱팩토리",카카오 M,201906,1,0,0,0,0
비가 온다,강승윤,비가 온다,YG Entertainment,지니뮤직,201307,1,0,0,0,0
비가 온다,정승환,그리고 봄,안테나뮤직,지니뮤직,201802-201803,0,0,0,0,0
비가 와,일렉트로보이즈 (Electroboyz),비가 와,브레이브 엔터테인먼트,카카오 M,201309,0,0,0,0,0
비가오네,긱스 (Geeks),1집 Backpack,"WA엔터테인먼트, 그랜드라인엔터테인먼트",지니뮤직,201305,0,0,0,0,0
비가와 (Rain),"소유, 백현 (BAEKHYUN)",비가와,스타쉽 엑스,카카오 M,201702-201703,1,0,1,0,0
비극 Part 2 (Tragedy Part 2),다이나믹 듀오 (Dynamic Duo),7집 Lucky Numbers,아메바컬쳐,카카오 M,201307,0,0,0,0,0
